Beta,Bin,Start,End,Count
10.0,16,44.0,46.93333333333333,2
10.0,17,46.93333333333333,49.86666666666666,1
10.0,18,49.86666666666666,52.8,3
10.0,19,52.8,55.73333333333333,1
10.0,20,55.73333333333333,58.666666666666664,1
10.0,21,58.666666666666664,61.599999999999994,0
10.0,22,61.599999999999994,64.53333333333333,2
10.0,23,64.53333333333333,67.46666666666667,0
10.0,24,67.46666666666667,70.39999999999999,3
10.0,25,70.39999999999999,73.33333333333333,0
10.0,26,73.33333333333333,76.26666666666667,0
10.0,27,76.26666666666667,79.19999999999999,0
10.0,28,79.19999999999999,82.13333333333333,1
10.0,29,82.13333333333333,85.06666666666666,1
10.0,30,85.06666666666666,88.0,1
15.0,1,2.0,4.933333333333334,5
15.0,2,4.933333333333334,7.866666666666666,2
15.0,3,7.866666666666666,10.799999999999999,3
15.0,4,10.799999999999999,13.733333333333333,4
15.0,5,13.733333333333333,16.666666666666664,5
15.0,6,16.666666666666664,19.599999999999998,1
15.0,7,19.599999999999998,22.53333333333333,2
15.0,8,22.53333333333333,25.466666666666665,3
15.0,9,25.466666666666665,28.4,2
15.0,10,28.4,31.333333333333332,3
15.0,11,31.333333333333332,34.266666666666666,4
15.0,12,34.266666666666666,37.199999999999996,1
15.0,13,37.199999999999996,40.13333333333333,2
15.0,14,40.13333333333333,43.06666666666666,1
15.0,15,43.06666666666666,46.0,1
15.0,16,46.0,48.93333333333333,3
15.0,17,48.93333333333333,51.86666666666666,1
15.0,18,51.86666666666666,54.8,1
15.0,19,54.8,57.73333333333333,0
15.0,20,57.73333333333333,60.666666666666664,1
15.0,21,60.666666666666664,63.599999999999994,1
15.0,22,63.599999999999994,66.53333333333333,3
15.0,23,66.53333333333333,69.46666666666667,0
15.0,24,69.46666666666667,72.39999999999999,0
15.0,25,72.39999999999999,75.33333333333333,0
15.0,26,75.33333333333333,78.26666666666667,0
15.0,27,78.26666666666667,81.19999999999999,0
15.0,28,81.19999999999999,84.13333333333333,0
15.0,29,84.13333333333333,87.06666666666666,0
15.0,30,87.06666666666666,90.0,1
20.0,1,0.0,2.4,6
20.0,2,2.4,4.8,4
20.0,3,4.8,7.199999999999999,1
20.0,4,7.199999999999999,9.6,1
20.0,5,9.6,12.0,1
20.0,6,12.0,14.399999999999999,3
20.0,7,14.399999999999999,16.8,2
20.0,8,16.8,19.2,0
20.0,9,19.2,21.599999999999998,0
20.0,10,21.599999999999998,24.0,3
20.0,11,24.0,26.4,5
20.0,12,26.4,28.799999999999997,1
20.0,13,28.799999999999997,31.2,0
20.0,14,31.2,33.6,2
20.0,15,33.6,36.0,2
20.0,16,36.0,38.4,1
20.0,17,38.4,40.8,2
20.0,18,40.8,43.199999999999996,2
20.0,19,43.199999999999996,45.6,1
20.0,20,45.6,48.0,2
20.0,21,48.0,50.4,4
20.0,22,50.4,52.8,1
20.0,23,52.8,55.199999999999996,1
20.0,24,55.199999999999996,57.599999999999994,0
20.0,25,57.599999999999994,60.0,1
20.0,26,60.0,62.4,1
20.0,27,62.4,64.8,1
20.0,28,64.8,67.2,0
20.0,29,67.2,69.6,0
20.0,30,69.6,72.0,2
