Beta,Bin,Start,End,Count
10.0,23,-16972.266666666666,-16951.733333333334,4
10.0,24,-16951.733333333334,-16931.2,4
10.0,25,-16931.2,-16910.666666666668,1
10.0,26,-16910.666666666668,-16890.133333333335,0
10.0,27,-16890.133333333335,-16869.6,3
10.0,28,-16869.6,-16849.066666666666,2
10.0,29,-16849.066666666666,-16828.533333333333,1
10.0,30,-16828.533333333333,-16808.0,1
15.0,1,-17400.0,-17382.266666666666,1
15.0,2,-17382.266666666666,-17364.533333333333,0
15.0,3,-17364.533333333333,-17346.8,1
15.0,4,-17346.8,-17329.066666666666,1
15.0,5,-17329.066666666666,-17311.333333333332,0
15.0,6,-17311.333333333332,-17293.6,1
15.0,7,-17293.6,-17275.866666666665,2
15.0,8,-17275.866666666665,-17258.133333333335,2
15.0,9,-17258.133333333335,-17240.4,1
15.0,10,-17240.4,-17222.666666666668,1
15.0,11,-17222.666666666668,-17204.933333333334,2
15.0,12,-17204.933333333334,-17187.2,3
15.0,13,-17187.2,-17169.466666666667,4
15.0,14,-17169.466666666667,-17151.733333333334,6
15.0,15,-17151.733333333334,-17134.0,4
15.0,16,-17134.0,-17116.266666666666,3
15.0,17,-17116.266666666666,-17098.533333333333,8
15.0,18,-17098.533333333333,-17080.8,2
15.0,19,-17080.8,-17063.066666666666,7
15.0,20,-17063.066666666666,-17045.333333333332,8
15.0,21,-17045.333333333332,-17027.6,5
15.0,22,-17027.6,-17009.866666666665,2
15.0,23,-17009.866666666665,-16992.133333333335,6
15.0,24,-16992.133333333335,-16974.4,7
15.0,25,-16974.4,-16956.666666666668,3
15.0,26,-16956.666666666668,-16938.933333333334,1
15.0,27,-16938.933333333334,-16921.2,5
15.0,28,-16921.2,-16903.466666666667,6
15.0,29,-16903.466666666667,-16885.733333333334,2
15.0,30,-16885.733333333334,-16868.0,6
20.0,1,-17380.0,-17354.8,3
20.0,2,-17354.8,-17329.6,1
20.0,3,-17329.6,-17304.4,0
20.0,4,-17304.4,-17279.2,1
20.0,5,-17279.2,-17254.0,2
20.0,6,-17254.0,-17228.8,3
20.0,7,-17228.8,-17203.6,6
20.0,8,-17203.6,-17178.4,7
20.0,9,-17178.4,-17153.2,8
20.0,10,-17153.2,-17128.0,6
20.0,11,-17128.0,-17102.8,14
20.0,12,-17102.8,-17077.6,2
20.0,13,-17077.6,-17052.4,3
20.0,14,-17052.4,-17027.2,7
20.0,15,-17027.2,-17002.0,4
20.0,16,-17002.0,-16976.8,8
20.0,17,-16976.8,-16951.6,7
20.0,18,-16951.6,-16926.4,6
20.0,19,-16926.4,-16901.2,3
20.0,20,-16901.2,-16876.0,4
20.0,21,-16876.0,-16850.8,1
20.0,22,-16850.8,-16825.6,0
20.0,23,-16825.6,-16800.4,2
20.0,24,-16800.4,-16775.2,1
20.0,25,-16775.2,-16750.0,0
20.0,26,-16750.0,-16724.8,0
20.0,27,-16724.8,-16699.6,0
20.0,28,-16699.6,-16674.4,0
20.0,29,-16674.4,-16649.2,0
20.0,30,-16649.2,-16624.0,1
